Fecha,Pais,Contagios,Recuperados,Muertos
2021-06-05,Spain,3697981,150376,80196
2021-06-06,Spain,3697981,150376,80196
2021-06-07,Spain,3707523,150376,80236
2021-06-08,Spain,3711027,150376,80309
2021-06-09,Spain,3715454,150376,80332
2021-06-10,Spain,3729458,150376,80465
2021-06-11,Spain,3733600,150376,80501
2021-06-12,Spain,3733600,150376,80501
2021-06-13,Spain,3733600,150376,80501
2021-06-14,Spain,3741767,150376,80517
2021-06-15,Spain,3745199,150376,80579
2021-06-16,Spain,3749031,150376,80615
2021-06-17,Spain,3753228,150376,80634
2021-06-18,Spain,3757442,150376,80652
2021-06-19,Spain,3757442,150376,80652
2021-06-20,Spain,3757442,150376,80652
2021-06-21,Spain,3764651,150376,80689
2021-06-22,Spain,3768691,150376,80719
2021-06-23,Spain,3773032,150376,80748
2021-06-24,Spain,3777539,150376,80766
2021-06-25,Spain,3782463,150376,80779
2021-06-26,Spain,3782463,150376,80779
2021-06-27,Spain,3782463,150376,80779
2021-06-28,Spain,3792642,150376,80789
2021-06-29,Spain,3799733,150376,80829
2021-06-30,Spain,3808960,150376,80875
2021-07-01,Spain,3821305,150376,80883
2021-07-02,Spain,3833868,150376,80911
2021-07-03,Spain,3833868,150376,80911
2021-07-04,Spain,3833868,150376,80911
2021-07-05,Spain,3866475,150376,80934
2021-07-06,Spain,3880612,150376,80952
2021-07-07,Spain,3897996,150376,80969
2021-07-08,Spain,3915313,150376,80997
2021-07-09,Spain,3937192,150376,81003
2021-07-10,Spain,3937192,150376,81003
2021-07-11,Spain,3937192,150376,81003
2021-07-12,Spain,3971124,150376,81020
2021-07-13,Spain,4015084,150376,81033
2021-07-14,Spain,4041474,150376,81043
2021-07-15,Spain,4069162,150376,81084
2021-07-16,Spain,4100222,150376,81096
2021-07-17,Spain,4100222,150376,81096
2021-07-18,Spain,4100222,150376,81096
2021-07-19,Spain,4161850,150376,81119
2021-07-20,Spain,4189136,150376,81148
2021-07-21,Spain,4219723,150376,81166
2021-07-22,Spain,4249258,150376,81194
2021-07-23,Spain,4280429,150376,81221
2021-07-24,Spain,4280429,150376,81221
2021-07-25,Spain,4280429,150376,81221
2021-07-26,Spain,4342054,150376,81268
2021-07-27,Spain,4368453,150376,81323
2021-07-28,Spain,4395602,150376,81396
2021-07-29,Spain,4422291,150376,81442
2021-07-30,Spain,4447044,150376,81486
2021-07-31,Spain,4447044,150376,81486
2021-08-01,Spain,4447044,150376,81486
2021-08-02,Spain,4502983,150376,81643
2021-08-03,Spain,4523310,150376,81773
2021-08-04,Spain,4545184,150376,81844
2020-01-31,Italy,2,0,0
2020-02-01,Italy,2,0,0
2020-02-02,Italy,2,0,0
2020-02-03,Italy,2,0,0
2020-02-04,Italy,2,0,0
2020-02-05,Italy,2,0,0
2020-02-06,Italy,2,0,0
2020-02-07,Italy,3,0,0
2020-02-08,Italy,3,0,0
2020-02-09,Italy,3,0,0
2020-02-10,Italy,3,0,0
2020-02-11,Italy,3,0,0
2020-02-12,Italy,3,0,0
2020-02-13,Italy,3,0,0
2020-02-14,Italy,3,0,0
2020-02-15,Italy,3,0,0
2020-02-16,Italy,3,0,0
2020-02-17,Italy,3,0,0
2020-02-18,Italy,3,0,0
2020-02-19,Italy,3,0,0
2020-02-20,Italy,3,0,0
2020-02-21,Italy,20,0,1
2020-02-22,Italy,62,1,2
2020-02-23,Italy,155,2,3
2020-02-24,Italy,229,1,7
2020-02-25,Italy,322,1,10
2020-02-26,Italy,453,3,12
2020-02-27,Italy,655,45,17
2020-02-28,Italy,888,46,21
2020-02-29,Italy,1128,46,29
2020-03-01,Italy,1694,83,34
2020-03-02,Italy,2036,149,52
2020-03-03,Italy,2502,160,79
2020-03-04,Italy,3089,276,107
2020-03-05,Italy,3858,414,148
2020-03-06,Italy,4636,523,197
2020-03-07,Italy,5883,589,233
2020-03-08,Italy,7375,622,366
2020-03-09,Italy,9172,724,463
2020-03-10,Italy,10149,724,631
2020-03-11,Italy,12462,1045,827
2020-03-12,Italy,12462,1045,827
2020-03-13,Italy,17660,1439,1266
2020-03-14,Italy,21157,1966,1441
2020-03-15,Italy,24747,2335,1809
2020-03-16,Italy,27980,2749,2158
2020-03-17,Italy,31506,2941,2503
2020-03-18,Italy,35713,4025,2978
2020-03-19,Italy,41035,4440,3405
2020-03-20,Italy,47021,4440,4032
2020-03-21,Italy,53578,6072,4825
2020-03-22,Italy,59138,7024,5476
2020-03-23,Italy,63927,7432,6077
2020-03-24,Italy,69176,8326,6820
2020-03-25,Italy,74386,9362,7503
2020-03-26,Italy,80589,10361,8215
2020-03-27,Italy,86498,10950,9134
2020-03-28,Italy,92472,12384,10023
2020-03-29,Italy,97689,13030,10779
2020-03-30,Italy,101739,14620,11591
2020-03-31,Italy,105792,15729,12428
2020-04-01,Italy,110574,16847,13155
2020-04-02,Italy,115242,18278,13915
2020-04-03,Italy,119827,19758,14681
2020-04-04,Italy,124632,20996,15362
2020-04-05,Italy,128948,21815,15887
2020-04-06,Italy,132547,22837,16523
2020-04-07,Italy,135586,24392,17127
2020-04-08,Italy,139422,26491,17669
2020-04-09,Italy,143626,28470,18279
2020-04-10,Italy,147577,30455,18849
2020-04-11,Italy,152271,32534,19468
2020-04-12,Italy,156363,34211,19899
2020-04-13,Italy,159516,35435,20465
2020-04-14,Italy,162488,37130,21067
2020-04-15,Italy,165155,38092,21645
2020-04-16,Italy,168941,40164,22170
2020-04-17,Italy,172434,42727,22745
2020-04-18,Italy,175925,44927,23227
2020-04-19,Italy,178972,47055,23660
2020-04-20,Italy,181228,48877,24114
2020-04-21,Italy,183957,51600,24648
2020-04-22,Italy,187327,54543,25085
2020-04-23,Italy,189973,57576,25549
2020-04-24,Italy,192994,60498,25969
2020-04-25,Italy,195351,63120,26384
2020-04-26,Italy,197675,64928,26644
2020-04-27,Italy,199414,66624,26977
2020-04-28,Italy,201505,68941,27359
2020-04-29,Italy,203591,71252,27682
2020-04-30,Italy,205463,75945,27967
2020-05-01,Italy,207428,78249,28236
2020-05-02,Italy,209328,79914,28710
2020-05-03,Italy,210717,81654,28884
2020-05-04,Italy,211938,82879,29079
2020-05-05,Italy,213013,85231,29315
2020-05-06,Italy,214457,93245,29684
2020-05-07,Italy,215858,96276,29958
2020-05-08,Italy,217185,99023,30201
2020-05-09,Italy,218268,103031,30395
2020-05-10,Italy,219070,105186,30560
2020-05-11,Italy,219814,106587,30739
2020-05-12,Italy,221216,109039,30911
2020-05-13,Italy,222104,112541,31106
2020-05-14,Italy,223096,115288,31368
2020-05-15,Italy,223885,120205,31610
2020-05-16,Italy,224760,122810,31763
2020-05-17,Italy,225435,125176,31908
2020-05-18,Italy,225886,127326,32007
2020-05-19,Italy,226699,129401,32169
2020-05-20,Italy,227364,132282,32330
2020-05-21,Italy,228006,134560,32486
2020-05-22,Italy,228658,136720,32616
2020-05-23,Italy,229327,138840,32735
2020-05-24,Italy,229858,140479,32785
2020-05-25,Italy,230158,141981,32877
2020-05-26,Italy,230555,144658,32955
2020-05-27,Italy,231139,147101,33072
2020-05-28,Italy,231732,150604,33142
2020-05-29,Italy,232248,152844,33229
2020-05-30,Italy,232664,155633,33340
2020-05-31,Italy,232997,157507,33415
2020-06-01,Italy,233197,158355,33475
2020-06-02,Italy,233515,160092,33530
2020-06-03,Italy,233836,160938,33601
2020-06-04,Italy,234013,161895,33689
2020-06-05,Italy,234531,163781,33774
2020-06-06,Italy,234801,165078,33846
2020-06-07,Italy,234998,165837,33899
2020-06-08,Italy,235278,166584,33964
2020-06-09,Italy,235561,168646,34043
2020-06-10,Italy,235763,169939,34114
2020-06-11,Italy,236142,171338,34167
2020-06-12,Italy,236305,173085,34223
2020-06-13,Italy,236651,174865,34301
2020-06-14,Italy,236989,176370,34345
2020-06-15,Italy,237290,177010,34371
2020-06-16,Italy,237500,178526,34405
2020-06-17,Italy,237828,179455,34448
2020-06-18,Italy,238159,180544,34514
2020-06-19,Italy,238011,181907,34561
2020-06-20,Italy,238275,182453,34610
2020-06-21,Italy,238499,182893,34634
2020-06-22,Italy,238720,183426,34657
2020-06-23,Italy,238833,184585,34675
2020-06-24,Italy,239410,186111,34644
2020-06-25,Italy,239706,186725,34678
2020-06-26,Italy,239961,187615,34708
2020-06-27,Italy,240136,188584,34716
2020-06-28,Italy,240310,188891,34738
2020-06-29,Italy,240436,189196,34744
2020-06-30,Italy,240578,190248,34767
2020-07-01,Italy,240760,190717,34788
2020-07-02,Italy,240961,191083,34818
2020-07-03,Italy,241184,191467,34833
2020-07-04,Italy,241419,191944,34854
2020-07-05,Italy,241611,192108,34861
2020-07-06,Italy,241819,192241,34869
2020-07-07,Italy,241956,192815,34899
2020-07-08,Italy,242149,193640,34914
2020-07-09,Italy,242363,193978,34926
2020-07-10,Italy,242639,194273,34938
2020-07-11,Italy,242827,194579,34945
2020-07-12,Italy,243061,194928,34954
2020-07-13,Italy,243230,195106,34967
2020-07-14,Italy,243344,195441,34984
2020-07-15,Italy,243506,196016,34997
2020-07-16,Italy,243736,196246,35017
2020-07-17,Italy,243967,196483,35028
2020-07-18,Italy,244216,196806,35042
2020-07-19,Italy,244434,196949,35045
2020-07-20,Italy,244624,197162,35058
2020-07-21,Italy,244752,197431,35073
2020-07-22,Italy,245032,197628,35082
2020-07-23,Italy,245338,197842,35092
2020-07-24,Italy,245590,198192,35097
2020-07-25,Italy,245864,198320,35102
2020-07-26,Italy,246118,198446,35107
2020-07-27,Italy,246286,198593,35112
2020-07-28,Italy,246488,198756,35123
2020-07-29,Italy,246776,199031,35129
2020-07-30,Italy,247158,199796,35132
2020-07-31,Italy,247537,199974,35141
2020-08-01,Italy,247832,200229,35146
2020-08-02,Italy,248070,200460,35154
2020-08-03,Italy,248229,200589,35166
2020-08-04,Italy,248419,200766,35171
2020-08-05,Italy,248803,200976,35181
2020-08-06,Italy,249204,201323,35187
2020-08-07,Italy,249756,201642,35190
2020-08-08,Italy,250103,201947,35203
2020-08-09,Italy,250566,202098,35205
2020-08-10,Italy,250825,202248,35209
2020-08-11,Italy,251237,202461,35215
2020-08-12,Italy,251713,202697,35225
2020-08-13,Italy,252235,202923,35231
2020-08-14,Italy,252809,203326,35234
2020-08-15,Italy,253438,203640,35392
2020-08-16,Italy,253915,203786,35396
2020-08-17,Italy,254235,203968,35400
2020-08-18,Italy,254636,204142,35405
2020-08-19,Italy,255278,204506,35412
2020-08-20,Italy,256118,204686,35418
2020-08-21,Italy,257065,204960,35427
2020-08-22,Italy,258136,205203,35430
2020-08-23,Italy,259345,205470,35437
2020-08-24,Italy,260298,205662,35441
2020-08-25,Italy,261174,206015,35445
2020-08-26,Italy,262540,206329,35458
2020-08-27,Italy,263949,206554,35463
2020-08-28,Italy,265409,206902,35472
2020-08-29,Italy,266853,208224,35473
2020-08-30,Italy,268218,208536,35477
2020-08-31,Italy,269214,207653,35483
2020-09-01,Italy,270189,207944,35491
2020-09-02,Italy,271515,208201,35497
2020-09-03,Italy,272912,208490,35507
2020-09-04,Italy,274644,209027,35518
2020-09-05,Italy,276338,209610,35534
2020-09-06,Italy,277634,210015,35541
2020-09-07,Italy,278784,210238,35553
2020-09-08,Italy,280153,210801,35563
2020-09-09,Italy,281583,211272,35577
2020-09-10,Italy,283180,211885,35587
2020-09-11,Italy,284796,212432,35597
2020-09-12,Italy,286297,213191,35603
2020-09-13,Italy,287753,213634,35610
2020-09-14,Italy,288761,213950,35624
2020-09-15,Italy,289990,214645,35633
2020-09-16,Italy,291442,215265,35645
2020-09-17,Italy,293025,215954,35658
2020-09-18,Italy,294932,216807,35668
2020-09-19,Italy,296569,217716,35692
2020-09-20,Italy,298156,218351,35707
2020-09-21,Italy,299506,218703,35724
2020-09-22,Italy,300897,219670,35738
2020-09-23,Italy,302537,220665,35758
2020-09-24,Italy,304323,221762,35781
2020-09-25,Italy,306235,222716,35801
2020-09-26,Italy,308104,223693,35818
2020-09-27,Italy,309870,224417,35835
2020-09-28,Italy,311364,225190,35851
2020-09-29,Italy,313011,226506,35875
2020-09-30,Italy,314861,227704,35894
2020-10-01,Italy,317409,228844,35918
2020-10-02,Italy,319908,229970,35941
2020-10-03,Italy,322751,231217,35968
2020-10-04,Italy,325329,231914,35986
2020-10-05,Italy,327586,232681,36002
2020-10-06,Italy,330263,234099,36030
2020-10-07,Italy,333940,235303,36061
2020-10-08,Italy,338398,236363,36083
2020-10-09,Italy,343770,237549,36111
2020-10-10,Italy,349494,238525,36140
2020-10-11,Italy,354950,239709,36166
2020-10-12,Italy,359569,240600,36205
2020-10-13,Italy,365467,242028,36246
2020-10-14,Italy,372799,244065,36289
2020-10-15,Italy,381602,245964,36372
2020-10-16,Italy,391611,247872,36427
2020-10-17,Italy,402536,249127,36474
2020-10-18,Italy,414241,251461,36543
2020-10-19,Italy,423578,252959,36616
2020-10-20,Italy,434449,255005,36705
2020-10-21,Italy,449648,257374,36832
2020-10-22,Italy,465726,259456,36968
2020-10-23,Italy,484869,261808,37059
2020-10-24,Italy,504509,264117,37210
2020-10-25,Italy,525782,266203,37338
2020-10-26,Italy,542789,268626,37479
2020-10-27,Italy,564778,271988,37700
2020-10-28,Italy,589766,275404,37905
2020-10-29,Italy,616595,279282,38122
2020-10-30,Italy,647674,283567,38321
2020-10-31,Italy,679430,289426,38618
2020-11-01,Italy,709335,292380,38826
2020-11-02,Italy,731588,296017,39059
2020-11-03,Italy,759829,302275,39412
2020-11-04,Italy,790377,307378,39764
2020-11-05,Italy,824879,312339,40192
2020-11-06,Italy,862681,322925,40638
2020-11-07,Italy,902490,328891,41063
2020-11-08,Italy,935104,335074,41394
2020-11-09,Italy,960373,345289,41750
2020-11-10,Italy,995463,363023,42330
2020-11-11,Italy,1028424,372113,42953
2020-11-12,Italy,1066401,387758,43589
2020-11-13,Italy,1107303,399238,44139
2020-11-14,Italy,1144552,411434,44683
2020-11-15,Italy,1178529,420810,45229
2020-11-16,Italy,1205881,442364,45733
2020-11-17,Italy,1238072,457798,46464
2020-11-18,Italy,1272352,481967,47217
2020-11-19,Italy,1308528,498987,47870
2020-11-20,Italy,1345767,520022,48569
2020-11-21,Italy,1380531,539524,49261
2020-11-22,Italy,1408868,553098,49823
2020-11-23,Italy,1431795,584493,50453
2020-11-24,Italy,1455022,605330,51306
2020-11-25,Italy,1480874,637149,52028
2020-11-26,Italy,1509875,661180,52850
2020-11-27,Italy,1538217,696647,53677
2020-11-28,Italy,1564532,720861,54363
2020-11-29,Italy,1585178,734503,54904
2020-11-30,Italy,1601554,757507,55576
2020-12-01,Italy,1620901,784595,56361
2020-12-02,Italy,1641610,823335,57045
2020-12-03,Italy,1664829,846809,58038
2020-12-04,Italy,1688939,872385,58852
2020-12-05,Italy,1709991,896308,59514
2020-12-06,Italy,1728878,913494,60078
2020-12-07,Italy,1742557,933132,60606
2020-12-08,Italy,1757394,958629,61240
2020-12-09,Italy,1770149,997895,61739
2020-12-10,Italy,1787147,1027994,62626
2020-12-11,Italy,1805873,1052163,63387
2020-12-12,Italy,1825775,1076891,64036
2020-12-13,Italy,1843712,1093161,64520
2020-12-14,Italy,1855737,1115617,65011
2020-12-15,Italy,1870576,1141406,65857
2020-12-16,Italy,1888144,1175901,66537
2020-12-17,Italy,1906377,1203814,67220
2020-12-18,Italy,1921778,1226086,67894
2020-12-19,Italy,1938083,1249470,68447
2020-12-20,Italy,1953185,1261626,68799
2020-12-21,Italy,1964054,1281258,69214
2020-12-22,Italy,1977370,1301573,69842
2020-12-23,Italy,1991278,1322067,70395
2020-12-24,Italy,2009317,1344785,70900
2020-12-25,Italy,2028354,1377109,71359
2020-12-26,Italy,2038759,1386198,71620
2020-12-27,Italy,2047696,1394011,71925
2020-12-28,Italy,2056277,1408686,72370
2020-12-29,Italy,2067487,1425730,73029
2020-12-30,Italy,2083689,1445690,73604
2020-12-31,Italy,2107166,1463111,74159
2021-01-01,Italy,2129376,1479988,74621
2021-01-02,Italy,2141201,1489154,74985
2021-01-03,Italy,2155446,1503900,75332
2021-01-04,Italy,2166244,1520106,75680
2021-01-05,Italy,2181619,1536129,76329
2021-01-06,Italy,2201945,1556356,76877
2021-01-07,Italy,2220361,1572015,77291
2021-01-08,Italy,2237890,1589590,77911
2021-01-09,Italy,2257866,1606630,78394
2021-01-10,Italy,2276491,1617804,78755
2021-01-11,Italy,2289021,1633839,79203
2021-01-12,Italy,2303263,1653404,79819
2021-01-13,Italy,2319036,1673936,80326
2021-01-14,Italy,2336279,1694051,80848
2021-01-15,Italy,2352423,1713030,81325
2021-01-16,Italy,2368733,1729216,81800
2021-01-17,Italy,2381277,1745726,82177
2021-01-18,Italy,2390102,1760489,82554
2021-01-19,Italy,2400598,1781917,83157
2021-01-20,Italy,2414166,1806932,83681
2021-01-21,Italy,2428221,1827451,84202
2021-01-22,Italy,2441854,1855127,84674
2021-01-23,Italy,2455185,1871189,85162
2021-01-24,Italy,2466813,1882074,85461
2021-01-25,Italy,2475372,1897861,85881
2021-01-26,Italy,2485956,1917117,86422
2021-01-27,Italy,2501147,1936289,86889
2021-01-28,Italy,2515507,1953509,87381
2021-01-29,Italy,2529070,1973388,87858
2021-01-30,Italy,2541783,1990152,88279
2021-01-31,Italy,2553032,2010548,88516
2021-02-01,Italy,2560957,2024523,88845
2021-02-02,Italy,2570608,2043499,89344
2021-02-03,Italy,2583790,2059248,89820
2021-02-04,Italy,2597446,2076928,90241
2021-02-05,Italy,2611659,2091923,90618
2021-02-06,Italy,2625098,2107061,91003
2021-02-07,Italy,2636738,2118441,91273
2021-02-08,Italy,2644707,2133523,91580
2021-02-09,Italy,2655319,2149350,92002
2021-02-10,Italy,2668266,2165817,92338
2021-02-11,Italy,2683403,2185655,92729
2021-02-12,Italy,2697296,2202077,93045
2021-02-13,Italy,2710819,2216050,93356
2021-02-14,Italy,2721879,2225519,93577
2021-02-15,Italy,2729223,2237290,93835
2021-02-16,Italy,2739591,2251734,94171
2021-02-17,Italy,2751657,2268253,94540
2021-02-18,Italy,2765412,2286024,94887
2021-02-19,Italy,2780882,2303199,95235
2021-02-20,Italy,2795796,2315687,95486
2021-02-21,Italy,2809246,2324633,95718
2021-02-22,Italy,2818863,2334968,95992
2021-02-23,Italy,2832162,2347866,96348
2021-02-24,Italy,2848564,2362465,96666
2021-02-25,Italy,2868435,2375318,96974
2021-02-26,Italy,2888923,2387032,97227
2021-02-27,Italy,2907825,2398352,97507
2021-02-28,Italy,2925265,2405199,97699
2021-03-01,Italy,2938371,2416093,97945
2021-03-02,Italy,2955434,2426150,98288
2021-03-03,Italy,2976274,2440218,98635
2021-03-04,Italy,2999119,2453706,98974
2021-03-05,Italy,3023129,2467388,99271
2021-03-06,Italy,3046762,2481372,99578
2021-03-07,Italy,3067486,2494839,99785
2021-03-08,Italy,3081368,2508732,100103
2021-03-09,Italy,3101093,2521731,100479
2021-03-10,Italy,3123368,2535483,100811
2021-03-11,Italy,3149017,2550483,101184
2021-03-12,Italy,3175807,2564926,101564
2021-03-13,Italy,3201838,2579896,101881
2021-03-14,Italy,3223142,2589731,102145
2021-03-15,Italy,3238394,2605538,102499
2021-03-16,Italy,3258770,2619654,103001
2021-03-17,Italy,3281810,2639370,103432
2021-03-18,Italy,3306711,2655346,103855
2021-03-19,Italy,3332418,2671638,104241
2021-03-20,Italy,3356331,2686236,104642
2021-03-21,Italy,3376376,2699762,104942
2021-03-22,Italy,3400877,2719477,105328
2021-03-23,Italy,3419616,2753083,105879
2021-03-24,Italy,3440862,2773215,106339
2021-03-25,Italy,3464543,2794888,106799
2021-03-26,Italy,3488619,2814652,107256
2021-03-27,Italy,3512453,2832939,107636
2021-03-28,Italy,3532057,2850889,107933
2021-03-29,Italy,3544957,2870614,108350
2021-03-30,Italy,3561012,2889301,108879
2021-03-31,Italy,3584899,2913045,109346
2021-04-01,Italy,3607083,2933757,109847
2021-04-02,Italy,3629000,2953377,110328
2021-04-03,Italy,3650247,2974688,110704
2021-04-04,Italy,3668264,2988199,111030
2021-04-05,Italy,3678944,2997522,111326
2021-04-06,Italy,3686707,3019255,111747
2021-04-07,Italy,3700393,3040182,112374
2021-04-08,Italy,3717602,3060411,112861
2021-04-09,Italy,3736526,3086586,113579
2021-04-10,Italy,3754077,3107069,113923
2021-04-11,Italy,3769814,3122555,114254
2021-04-12,Italy,3779594,3140565,114612
2021-04-13,Italy,3793033,3158725,115088
2021-04-14,Italy,3809193,3178976,115557
2021-04-15,Italy,3826156,3200196,115937
2021-04-16,Italy,3842079,3218975,116366
2021-04-17,Italy,3857443,3235459,116676
2021-04-18,Italy,3870131,3248593,116927
2021-04-19,Italy,3878994,3268262,117243
2021-04-20,Italy,3891063,3290715,117633
2021-04-21,Italy,3904899,3311267,117997
2021-04-22,Italy,3920945,3330392,118357
2021-04-23,Italy,3935703,3351461,118699
2021-04-24,Italy,3949517,3369048,119021
2021-04-25,Italy,3962674,3382224,119238
2021-04-26,Italy,3971114,3398763,119539
2021-04-27,Italy,3981512,3413451,119912
2021-04-28,Italy,3994894,3431867,120256
2021-04-29,Italy,4009208,3449955,120544
2021-04-30,Italy,4022653,3465576,120807
2021-05-01,Italy,4035617,3484042,121033
2021-05-02,Italy,4044762,3492679,121177
2021-05-03,Italy,4050708,3505717,121433
2021-05-04,Italy,4059821,3524194,121738
2021-05-05,Italy,4070400,3541266,122005
2021-05-06,Italy,4082198,3557133,122263
2021-05-07,Italy,4092747,3572713,122470
2021-05-08,Italy,4102921,3590107,122694
2021-05-09,Italy,4111210,3604523,122833
2021-05-10,Italy,4116287,3619586,123031
2021-05-11,Italy,4123230,3636089,123282
2021-05-12,Italy,4131078,3655112,123544
2021-05-13,Italy,4139160,3669407,123745
2021-05-14,Italy,4146722,3683189,123927
2021-05-15,Italy,4153374,3696481,124063
2021-05-16,Italy,4159122,3706084,124156
2021-05-17,Italy,4162576,3715389,124296
2021-05-18,Italy,4167025,3727220,124497
2021-05-19,Italy,4172525,3741149,124646
2021-05-20,Italy,4178261,3753965,124810
2021-05-21,Italy,4183476,3766660,125028
2021-05-22,Italy,4188190,3779293,125153
2021-05-23,Italy,4192183,3785866,125225
2021-05-24,Italy,4194672,3792898,125335
2021-05-25,Italy,4197892,3804246,125501
2021-05-26,Italy,4201827,3816176,125622
2021-05-27,Italy,4205970,3826984,125793
2021-05-28,Italy,4209707,3837518,125919
2021-05-29,Italy,4213055,3845087,126002
2021-05-30,Italy,4216003,3851661,126046
2021-05-31,Italy,4217821,3858019,126128
2021-06-01,Italy,4220304,3868332,126221
2021-06-02,Italy,4223200,3886867,126283
2021-06-03,Italy,4225163,3893259,126342
2021-06-04,Italy,4227719,3901112,126415
2021-06-05,Italy,4230153,3908312,126472
2021-06-06,Italy,4232428,3913633,126523
2021-06-07,Italy,4233698,3918657,126588
2021-06-08,Italy,4235592,3927176,126690
2021-06-09,Italy,4237790,3936088,126767
2021-06-10,Italy,4239868,3943704,126855
2021-06-11,Italy,4241760,3949597,126924
2021-06-12,Italy,4243482,3954097,126976
2021-06-13,Italy,4244872,3957557,127002
2021-06-14,Italy,4245779,3960951,127038
2021-06-15,Italy,4247032,4014025,127101
2021-06-16,Italy,4248432,4019424,127153
2021-06-17,Italy,4249755,4023957,127190
2021-06-18,Italy,4250902,4031605,127225
2021-06-19,Italy,4252095,4035692,127253
2021-06-20,Italy,4252976,4037996,127270
2021-06-21,Italy,4253460,4049316,127291
2021-06-22,Italy,4254294,4054008,127322
2021-06-23,Italy,4255434,4059463,127352
2021-06-24,Italy,4255700,4066029,127362
2021-06-25,Italy,4256451,4068798,127418
2021-06-26,Italy,4257289,4072099,127458
2021-06-27,Italy,4258069,4073435,127472
2021-06-28,Italy,4258456,4076274,127500
2021-06-29,Italy,4259133,4078767,127542
2021-06-30,Italy,4259909,4081902,127566
2021-07-01,Italy,4260788,4083843,127587
2021-07-02,Italy,4261582,4086188,127615
2021-07-03,Italy,4262511,4089298,127637
2021-07-04,Italy,4263317,4091004,127649
2021-07-05,Italy,4263797,4092586,127680
2021-07-06,Italy,4264704,4094421,127704
2021-07-07,Italy,4265714,4096156,127718
2021-07-08,Italy,4267105,4097905,127731
2021-07-09,Italy,4268491,4099339,127756
2021-07-10,Italy,4269885,4101102,127768
2021-07-11,Italy,4271276,4102420,127775
2021-07-12,Italy,4272163,4103949,127788
2021-07-13,Italy,4273693,4105236,127808
2021-07-14,Italy,4275846,4106315,127831
2021-07-15,Italy,4278319,4109579,127840
2021-07-16,Italy,4281214,4110649,127851
2021-07-17,Italy,4284332,4112977,127864
2021-07-18,Italy,4287458,4113478,127867
2021-07-19,Italy,4289528,4114129,127874
2021-07-20,Italy,4293083,4115889,127884
2021-07-21,Italy,4297337,4118124,127905
2021-07-22,Italy,4302393,4119607,127920
2021-07-23,Italy,4307535,4120846,127937
2021-07-24,Italy,4312673,4122208,127942
2021-07-25,Italy,4317415,4123209,127949
2021-07-26,Italy,4320530,4124323,127971
2021-07-27,Italy,4325046,4126741,127995
2021-07-28,Italy,4330739,4128568,128010
2021-07-29,Italy,4336906,4130393,128029
2021-07-30,Italy,4343519,4132510,128047
2021-07-31,Italy,4350028,4134680,128063
2021-08-01,Italy,4355348,4135930,128068
2021-08-02,Italy,4358533,4137428,128088
2021-08-03,Italy,4363374,4141043,128115
2021-08-04,Italy,4369964,4144608,128136
2020-01-31,UK,2,0,0
2020-02-01,UK,2,0,0
2020-02-02,UK,2,0,0
2020-02-03,UK,2,0,0
2020-02-04,UK,2,0,0
2020-02-05,UK,2,0,0
2020-02-06,UK,2,0,0
2020-02-07,UK,3,0,0
2020-02-08,UK,3,0,0
2020-02-09,UK,3,0,0
2020-02-10,UK,8,0,0
2020-02-11,UK,8,0,0
2020-02-12,UK,9,1,0
2020-02-13,UK,9,1,0
2020-02-14,UK,9,1,0
2020-02-15,UK,9,1,0
2020-02-16,UK,9,8,0
2020-02-17,UK,9,8,0
2020-02-18,UK,9,8,0
2020-02-19,UK,9,8,0
2020-02-20,UK,9,8,0
2020-02-21,UK,9,8,0
2020-02-22,UK,9,8,0
2020-02-23,UK,9,8,0
2020-02-24,UK,13,8,0
2020-02-25,UK,13,8,0
2020-02-26,UK,13,8,0
2020-02-27,UK,15,8,0
2020-02-28,UK,20,8,0
2020-02-29,UK,23,8,0
2020-03-01,UK,36,8,0
2020-03-11,UK,459,19,8
2020-03-12,UK,459,19,8
2020-03-13,UK,801,19,8
2020-03-14,UK,1143,19,21
2020-03-15,UK,1144,19,21
2020-03-16,UK,1551,21,56
2020-03-17,UK,1960,53,56
2020-03-18,UK,2642,67,72
2020-03-19,UK,2716,67,138
2020-03-20,UK,4014,67,178
2020-03-21,UK,5067,67,234
2020-03-22,UK,5741,95,282
2020-03-23,UK,6726,140,336
2020-03-24,UK,8164,140,423
2020-03-25,UK,9640,140,466
2020-03-26,UK,11812,150,580
2020-03-27,UK,14745,151,761
2020-03-28,UK,17312,151,1021
2020-03-29,UK,19780,151,1231
2020-03-30,UK,22453,171,1411
2020-03-31,UK,25481,179,1793
2020-04-01,UK,29865,179,2357
2020-04-02,UK,34173,192,2926
2020-04-03,UK,38689,208,3611
2020-04-04,UK,42477,215,4320
2020-04-05,UK,48436,229,4943
2020-04-06,UK,52279,287,5385
2020-04-07,UK,55949,325,6171
2020-04-08,UK,61474,345,7111
2020-04-09,UK,65872,359,7993
2020-04-10,UK,74605,588,8974
2020-04-11,UK,79874,622,9892
2020-04-12,UK,85206,626,10629
2020-04-13,UK,89570,304,11347
2020-04-14,UK,94845,323,12129
2020-04-15,UK,99483,368,12894
2020-04-16,UK,104145,375,13759
2020-04-17,UK,109769,394,14607
2020-04-18,UK,115314,414,15498
2020-04-19,UK,121172,436,16095
2020-04-20,UK,125856,446,16550
2020-04-21,UK,130172,638,17378
2020-04-22,UK,134638,683,18151
